cleaned_text,label,category_encoded
"Beer giant swallows Russian firm  Brewing giant Inbev has agreed to buy Alfa-Ecos stake in Sun Interbrew, Russias second-largest brewer, for up to 259.7m euros ($353.3m; xc2xa3183.75m).  Alfa-Eco, the venture capital arm of Russian conglomerate Alfa Group, has a one-fifth stake in Sun Interbrew. The deal gives Inbev, the worlds biggest beermaker, near-total control over the Russian brewer. Inbev bought out another partner in August 2004. Inbev brands include Bass, Stella Artois, Hoegaarden and Staropramen. It employs 77,000 people, running operations in over 30 countries across the Americas, Europe and Asia Pacific.  The Leuven-based brewery said it would own 97.3% of the voting shares and 98.8% of the non-voting shares of Sun Interbrew. The deal is expected to be completed in the first quarter of 2005. Inbev was formed in August 2004 when Belgiums Interbrew bought Brazilian brewer Ambev. Sun Interbrew, which employs 8,000 staff, owns breweries in eight Russian cities - Klin, Ivanovo, Saransk, Kursk, Volzhsky, Omsk, Perm and Novocheboksarsk. There are also three breweries in Ukraine, in the cities of Chernigov, Nikolaev and Kharkov. """,business,3
"US trade gap hits record in 2004  The gap between US exports and imports hit an all-time high of $671.7bn (xc2xa3484bn) in 2004, latest figures show.  The Commerce Department said the trade deficit for all of last year was 24.4% above the previous record - 2003s imbalance of $496.5bn. The deficit with China, up 30.5% at $162bn, was the largest ever recorded with a single country. However, on a monthly basis the US trade gap narrowed by 4.9% in December to xc2xa356.4bn. The US consumers appetite for all things from oil to imported cars, and even wine and cheese, reached record levels last year and the figures are likely to spark fresh criticism of President Bushs economic policies.  Democrats claim the administration has not done enough to clamp down on unfair foreign trade practices. For example, they believe Chinas currency policy - which US manufacturers claim has undervalued the yuan by as much as 40% - has given Chinas rapidly expanding economy an unfair advantage against US competitors.  Meanwhile, the Bush administration argues that the US deficit reflects the fact the America is growing at faster rate than the rest of the world, spurring on more demand for imported goods. Some economists say this may allow an upward revision of US economic growth in the fourth quarter. But others point out that the deficit has reached such astronomical proportions that foreigners many choose not to hold as many dollar-denominated assets, which may in turn harm growth. For all of 2004, US exports rose 12.3% to $1.15 trillion, but imports rose even faster by 16.3% to a new record of $1.76 trillion. Foreign oil exports surged by 35.7% to a record $180.7bn, reflecting the rally in global oil prices and increasing domestic demand. Imports were not affected by the dollars weakness last year. ""We expect the deficit to continue to widen in 2005 even if the dollar gets back to its downward trend,"" said economist Marie-Pierre Ripert at IXIS. ",business,3
"Iraq and Afghanistan in WTO talks  The World Trade Organisation (WTO) is to hold membership talks with both Iraq and Afghanistan.  But Irans bid to join the trade body has been refused after the US blocked its application for the 21st time. The countries stand to reap huge benefits from membership of the group, whose purpose is to promote free trade. Joining, however, is a lengthy process. Chinas admission in 2001 took 15 years and talks with Russia and Saudi Arabia have been taking place for 10 years. Membership of the Geneva-based WTO helps guarantee a countrys goods receives equal treatment in the markets of other member states - a policy which has seen it become closely associated with globalisation.  Iraqs Trade Minister Mohammed Mustafa al-Jibouri welcomed the move, describing it as significant as Novembers decision by the Paris Club of creditor nations to write off 80% of the countrys debts. Assad Omar, Afghanistans envoy to the United Nations in Geneva, said accession would contribute to ""regional prosperity and global security"". There are now 27 countries seeking membership of the WTO. Prospective members need to enter into negotiations with potential trading countries and change domestic laws to bring them in line with WTO regulations. Before the process gets under way, all 148 WTO members must give their backing to applicant countries. The US said it could not approve Irans application because it is currently reviewing relations. But several nations criticised the approach, and European Union ambassador to the WTO, Carlo Trojan, said Irans application ""must be treated independently of political issues"". ",business,3
"US crude prices surge above $53  US crude prices have soared to fresh four-month highs above $53 in the US as refinery problems propelled petrol prices to an all-time high.  US light sweet crude futures jumped to $53.09 a barrel in New York before closing at $53.03. The gains tracked a surge in US gasoline futures to a record high of $1.4850 a gallon. The jump followed a fire at Western Refining Companys refinery in Texas, which shut down petrol production. A spokesman for the group was unable to say when the production unit would be back up and running. ""This market simply wants to go up,"" Citigroup Global Markets analyst Kyle Cooper told Reuters news agency. Ed Silliere, analyst at Energy Merchant, added: ""Gasoline is up because of the refinery issues in Texas, which means there will be a scramble for product in the (US) Gulf Coast.""  Elsewhere, a refinery in Houston was closed due to mechanical problems, while on Tuesday production at BPs Texas City refinery was taken down for a short time. In the approach to Spring, the market becomes much more sensitive to problems with petrol production as dealers anticipate rising demand for fuel ahead of the holiday season. The rise in prices came despite a US government report that showed domestic supplies of fuel oil and fuel were rising. Meanwhile, oil production cartel Opecs recent announcement that it was now unlikely to cut production levels has also failed to calm fears on the market. Oil prices are roughly 45% higher than a year ago and have risen sharply in recent weeks due to a combination of colder weather, the declining value of the dollar and fears that Opec could rein in production to head off a seasonal drop in demand. Instability in Iraq and underlying fears about terrorism have also played a part in the rally. ",business,3
"Oil prices fall back from highs  Oil prices retreated from four-month highs in early trading on Tuesday after producers cartel Opec said it was now unlikely to cut production.  Following the comments by acting Opec secretary general Adnan Shihab-Eldin, US light crude fell 32 cents to $51.43 a barrel. He said that high oil prices meant Opec was unlikely to stick to its plan to cut output in the second quarter. In London, Brent crude fell 32 cents to $49.74 a barrel.  Opec members are next meeting to discuss production levels on 16 March. On Monday, oil prices rose for a sixth straight session, reaching a four-month high as cold weather in the US threatened stocks of heating oil. US demand for heating oil was predicted to be about 14% above normal this week, while stocks were currently about 7.5% below the levels of a year ago. Cold weather across Europe has also put upward pressure on crude prices. """,business,3
"Qantas considers offshore option  Australian airline Qantas could transfer as many as 7,000 jobs out of its home country as it seeks to save costs, according to newspaper reports.  Chief executive Geoff Dixon was quoted by The Australian newspaper as saying the carrier could no longer afford to remain ""all-Australian"". Unions criticised the possible move - which may affect cabin and maintenance staff - saying Qantas was profitable. More than 90% of the airlines staff are based in Australia.  Qantas confirmed it was looking at whether it might recruit and source products overseas - potentially through joint ventures - but said it would continue to create jobs in Australia.  Despite making a record Australian dollars 648m ($492m) profit last year, Qantas has argued that it needs to make considerable savings if it is to remain competitive. ""Were going to have to get the lowest cost structure we can and that willmean sourcing things more and more from overseas,"" the newspaper quoted Qantas chief executive Geoff Dixon as saying. Early this year, Qantas increased the number of flight attendants based in London from 370 to 870. If Qantas were to follow the lead of other airlines moving staff offshore 7,000 jobs could shift overseas, the newspaper reported. In a statement, Qantas said it was looking to build its operations overseas. However, it stressed this would not result in large scale redundancies in its home market, where most of its 35,000 staff are employed. ""We are totally committed to continuing to grow jobs in Australia,"" Mr Dixon said. ""We are, however, operating in a global market and there is no room for complacency simply because we are currently profitable and successful.""  Unions reacted angrily to the reported disclosure, arguing that Qantas was profitable and did not need to take such action. ""We could understand if Qantas was a struggling airline about to go under,"" Michael Mijatov, international division secretary of the Flight Attendants Association, told Agence France Presse. ""Qantas announced a record profit last year and is on course this year for an even greater profit so it is totally unnecessary."" In an effort to meet the challenge posed by low cost carriers, Qantas sought a tie-up with Air New Zealand last year However, the deal was thrown out by the New Zealand High Court on competition grounds. ",business,3
"Consumer spending lifts US growth  US economic growth accelerated in the third quarter, helped by strong consumer spending, official figures have shown.  The economy expanded at an annual rate of 3.7% in the July to September period, the Commerce Department said. The figure marked an increase on the 3.3% growth recorded in the second quarter, but fell short of the 4.2% rate pencilled in by forecasters. The increase reflected the biggest jump in consumer spending in a year. ""It was a little softer than the consensus, but not a real surprise,"" said Gary Thayer, an economist at AG Edwards & Sons. Fridays growth estimate is one of the last significant pieces of economic data before the 2 November presidential election.  Democrat challenger John Kerry has criticised President George W Bushs handling of the economy, pointing to a net loss of over 800,000 jobs since Mr Bush took office. Analysts said the economy was still not growing fast enough to stimulate large-scale job creation. ""Its a pretty good growth rate, but it may not be good enough to create enough jobs,"" said Robert Brusca, chief economist at Fact and Opinion Economics in New York. However, President Bush is expected to point to Commerce Department figures showing that consumer spending grew at 4.6% in the third quarter, up from just 1.6% in the second, as evidence that his policies are generating solid growth. Consumer spending accounts for about two thirds of all economic activity in the US.  The weaker than expected growth figure makes it less likely that the US Federal Reserve will raise interest rates next month, economists said. ""The economy regained some traction in the third quarter, but the growth is not robust,"" AG Edwards Thayer. ""I think that means the Fed can take its time raising rates. Well probably see one more rate hike before the end of the year."" In an effort to pre-empt rising inflation, the Federal Reserve has pushed through three quarter-point rate rises since June this year, taking borrowing costs to 1.75%. On the financial markets, the dollar fell slightly against the euro and the yen, while the Dow Jones index of leading US shares was little changed. ",business,3
"Winemaker rejects Fosters offer  Australian winemaker Southcorp has rejected a takeover offer worth 3.1bn Australian dollars ($2.3bn; xc2xa31.8bn) from brewing giant Fosters Group.  Southcorp, whose brands include Penfolds, Rosemount and Lindemans, dismissed the offer as inadequate. The two companies held four days of talks after Fosters bought an 18.8% stake in Southcorp on 13 January. A merger would create a global player with worldwide annual sales of 39m cases and revenues of A$2.6bn.  Southcorp said Fosters A$4.17-a-share takeover proposal offered a ""excellent strategic fit"" but undervalued the company. ""Southcorps board has informed Fosters that it is not prepared to recommend the offer as it does not adequately reflect the strategic value of the company,"" said Southcorp chairman Brian Finn.  Southcorp said Fosters takeover offer was ""opportunistic"". However, it said that the offer may represent an opening bid, opening up the possibility of Fosters returning with an improved offer.  Fosters said a combination of the two companies would create a global player with an ""unrivalled"" collection of premium wine brands. Despite being best known for brewing Fosters Lager, Fosters is already one of Australias largest wine producers, owning the Beringer and Wolf Blass brands among others. ""The combination of Fosters and Southcorp will transform the global wine industry and significantly enhance Australias competitive position on the global stage,"" said Trevor OHoy, Fosters chief executive officer. Fosters spent A$584m on buying an 18.8% stake in Southcorp from the Oatley family, which founded the Rosemount Estates business and later merged it into Southcorp. Shares in both companies were suspended while the two held talks about a deal. Southcorps shares rose 12% to A$4.76 on news of the offer but Fosters shares fell 3.7% to A$5.44. ",business,3
"US consumer confidence up  Consumers confidence in the state of the US economy is at its highest for five months and they are optimistic about 2005, an influential survey says.  The feel-good factor among US consumers rose in December for the first time since July according to new data. The Conference Board survey of 5,000 households pointed to renewed optimism about job creation and economic growth. US retailers have reported strong sales over the past 10 days after a slow start to the crucial festive season.  According to figures also released on Tuesday, sales in shopping malls in the week to 25 December were 4.3% higher than in 2003 following a last minute rush. Wal-Mart, the largest US retailer, has said its December sales are expected to be better than previously forecast because of strong post-Christmas sales.  It is expecting annual sales growth of between 1% and 3% for the month. Consumer confidence figures are considered a key economic indicator because consumer spending accounts for about two thirds of all economic activity in the United States. ""The continuing economic expansion, combined with job growth, has consumers ending this year on a high note,"" said Lynn Franco, director of the Conference Boards consumer research centre. ""And consumers outlook suggests that the economy will continue to expand in the first half of next year."" The overall US economy has performed strongly in recent months, prompting the Federal Reserve to increase interest rates five times since June. ",business,3
"Mild winter drives US oil down 6%  US oil prices have fallen by 6%, driven down by forecasts of a mild winter in the densely populated northeast.  Light crude oil futures fell $2.86 to $41.32 a barrel on the New York Mercantile Exchange (Nymex), and have now lost $4 in five days. Nonetheless, US crude is still 30% more expensive than at the beginning of 2004, boosted by growing demand and bottlenecks at refineries. Traders ignored the possible effects of Asias tidal waves on global supplies.  Instead, the focus is now on US consumption, which is heavily influenced in the short term by the weather. ""With the revised milder temperatures... Im more inclined to think well push lower and test the $40-40.25 range,"" said John Brady of ABN AMRO. ""The market definitely feels to be on the defensive."" Statistics released last week showed that stockpiles of oil products in the US had risen, an indication that severe supply disruptions may not arise this winter, barring any serious incident. Oil prices have broken records in 2004, topping $50 a barrel at one point, driven up by a welter of worries about unrest in Iraq and Saudi Arabia, rising demand and supply bottlenecks. Londons International Petroleum Exchange remained closed for the Christmas holiday. ",business,3
"Oscar nominees gear up for lunch  Leonardo DiCaprio, Jamie Foxx and Hilary Swank are among those due to attend this years Oscar nominees luncheon on Monday.  They will join more than 100 nominees from the 24 Oscar categories at the annual event, which will take place at the Beverly Hilton hotel, Los Angeles. British hopefuls, including Kate Winslet, Imelda Staunton and Sophie Okonedo are also expected to attend. This years Oscar ceremony will be held on Sunday 27 February.  Martin Scorseses The Aviator is leading the field at this years Oscars with 11 nominations, while other multiple nominees include Million Dollar Baby and Sideways. Oscar nominees Swank and Foxx were among the winners at the Screen Actors Guild awards at the weekend, one of the many ceremonies held in the run-up to the Oscars. Swank won Best Actress for Million Dollar Baby while Foxx triumphed for his performance as Ray Charles in the biopic Ray. Sideways was also among the winners, taking the prize for best cast performance. The next major film award ceremony of the season is the Bafta awards, which take place at Londons Odeon Leicester Square on 12 February. Many of those nominated for Oscars including DiCaprio, Foxx and Staunton - an Oscar nominee for her performance in Vera Drake - have also been nominated for Baftas. """,entertainment,6
"Aviator wins top Globes accolades  The Aviator has been named best film at the Golden Globe Awards, with its star Leonardo DiCaprio named best actor.  Hollywood veteran Clint Eastwood took the best director prize for Million Dollar Baby while its star Hilary Swank was best actress. Quirky comedy Sideways was named best screenplay and best comedy. Ray star Jamie Foxx was best actor in a musical/comedy while Briton Clive Owen and Natalie Portman won prizes for best supporting roles in Closer.  The Aviator, in which DiCaprio plays millionaire Howard Hughes, edged ahead of its rivals at the Beverly Hills ceremony by winning the best original score prize. This give it a total of three awards while Million Dollar Baby, Sideways and Closer took two Golden Globes each. Accepting his best dramatic actor prize, DiCaprio described director Martin Scorsese as ""one of the greatest contributors to the world of cinema of all time"".  Annette Bening won best actress in a musical/comedy for Being Julia while Spanish movie The Sea Inside was named best foreign language film. Swank, who previously won the Golden Globe and Oscar for Boys Dont Cry, paid tribute to Million Dollar Baby director and co-star Clint Eastwood. ""You guided us so brilliantly, while you also, in my humble opinion, gave the performance of your career,"" she said. Foxx was nominated for three awards but was beaten to the best supporting actor title by Owen and the best actor in a TV movie prize by Geoffrey Rush in The Life and Death of Peter Sellers.  A BBC co-production, The Life and Death of Peter Sellers was also named best TV movie. Mick Jagger and Dave Stewart won the best original song award for Old Habits Die Hard from movie re-make Alfie, while Ian McShane was named best actor in a TV drama for his lead role in Deadwood.  Other UK hopes Kate Winslet and Imelda Staunton went home empty-handed despite lead actress nominations for Eternal Sunshine of the Spotless Mind and Vera Drake respectively. Winning a Golden Globe is said to improve a film or performers chance of subsequently winning an Academy Award. Unlike the Oscars, the Golden Globes split awards by genre - one prize for dramas and the other for musicals and comedies. The Globes also honour the best in television, with suburban series Desperate Housewives named best TV comedy show. Actress Teri Hatcher beat fellow Desperate Housewives stars Marcia Cross and Felicity Huffman to the best comedy actress prize.  Hatcher thanked the shows cast, crew and ""a network who gave me a second chance at a career when I couldnt have been a bigger has been"". Cosmetic surgery series Nip/Tuck beat The Sopranos and Deadwood to the best television drama title. Arrested Development star Jason Bateman was named best TV actor in a musical or comedy series. The Golden Globes are awarded by the Hollywood Foreign Press Association, comprising film reporters based in Los Angeles and working for overseas outlets. Robin Williams, a five-time Globe winner for such films as The Fisher King and Good Morning, Vietnam, received the Cecil B DeMille award for career achievement. He dedicated his prize to Superman actor Christopher Reeve, who died last year. ",entertainment,6
"New York rockers top talent poll  New York electro-rock group The Bravery have come top of the BBC News websites Sound of 2005 poll to find the music scenes most promising new act.  The Bravery, who have been compared to The Cure and New Order, were the most heavily-tipped act in the survey of 110 impartial critics and broadcasters. Rock band Keane won Sound of 2004 while US rapper 50 Cent topped Sound of 2003. Other new artists in this years list include London indie group Bloc Party at second and UK rapper Kano third. The Bravery played their first gig in 2003 and have since supported bands including The Libertines, Interpol and Echo and the Bunnymen.  They were the subject of a record company bidding war in 2004 and their debut single, Unconditional, caused a huge buzz when it was released in the UK in November. Singer Sam Endicott said he felt ""great"" about coming top of the Sound of 2005 list. ""Anyone that says they dont want a zillion screaming fans is a jackass, a liar,"" he said. One of the experts to tip The Bravery was The Times music critic Paul Connolly, who said they were ""spiky but in love with pop"". Chris Hawkins, host of BBC 6 Musics chart show, said the band had ""great guitars and a mastery of the electro-clash sound"". ""The Bravery are proof alone that New York City is still home to hot new talent,"" he said. Alison Howe, producer of TV show Later... With Jools Holland, booked the group to appear the day after seeing them at a west London pub.  ""They played like they were headlining the main stage at Glastonbury,"" she said. ""Great songs, a good look, a touch of attitude and a cracking live band.""  Q magazine reviews editor Ted Kessler said they were ""pretty-boy New York clothes horses"" with ""an unusually nimble ear for concise, yearning pop in the mould of Duran Duran or The Strokes"". Other pundits to take part in the survey included BBC Radio 1 DJ Trevor Nelson, NME editor Conor McNicholas, Top of the Pops presenter Fearne Cotton, Glastonbury organiser Emily Eavis and BBC Radio 2 music editor Colin Martin. Elsewhere on the top 10, second-placed rock band Bloc Party began their rise after supporting Franz Ferdinand and UK garage MC Kano, in third, is signed to The Streets record label. US rapper The Game is hip-hop great Dr Dres latest protege while Leeds group Kaiser Chiefs came fifth with a promise to lead a Britpop revival. In last years survey, Keane were followed by Franz Ferdinand, Razorlight and Joss Stone in the top five - all of whom were virtually unknown outside the music industry at that point.  Boy band McFly were sixth while Scissor Sisters, who had the UKs best-selling album of 2004, were seventh. In the survey, the pundits were asked for tips for three acts they thought were capable of reaching the top in their chosen genre, either in terms of sales or critical acclaim. The artists could be from any country and any musical genre, but must not have had a UK top 20 single, been a contestant on a TV talent show or already be famous for doing something else, such as a soap actor. Those tips were then counted and compiled to make the top 10. ",entertainment,6
"J-Lo and husband plan debut duet  Singers Jennifer Lopez and husband Marc Anthony, a Latin pop star, are to perform a duet at this months Grammy Awards in Los Angeles.  Anthony became Lopezs third husband in June 2004. He won a Grammy in 1998 and is nominated for two more this year. The 13 February ceremony will also include a rendition of The Beatles Across The Universe by Bono, Stevie Wonder, Norah Jones and Brian Wilson. The song will go on sale online to raise money for the tsunami aid effort. The awards show will also feature performances from U2, Green Day, Alicia Keys and Kanye West - but the Lopez and Anthony duet is likely to be one of the biggest talking points.  Anthony, born in New York to a Puerto Rican family, is reported to be the biggest-selling salsa artist of all time. He is nominated this year for best Latin pop album and best salsa/merengue album. The tsunami tribute song will also feature Alicia Keys, Velvet Revolver and Tim McGraw. Fans will be able to download it for $0.99 (xc2xa30.53) from iTunes, or purchase the video from the CBS TV networks site. Kanye West, the rapper who leads the awards with 10 nominations, will perform alongside John Legend, Mavis Staples and the Blind Boys of Alabama. There will also be a tribute to Ray Charles featuring Bonnie Raitt and Billy Preston and a celebration of southern rock with Tim McGraw, Gretchen Wilson, Lynyrd Skynyrd, Dickie Betts and Elvis Bishop. Ray Charles, who died in June 2004, has seven posthumous nominations. Alicia Keys and Usher share eight nominations each. """,entertainment,6
"No charges against TVs Cosby  US comedian Bill Cosby will not face charges stemming from an allegation of sexual misconduct.  Authorities in Philadelphia said they found insufficient evidence to support the womans allegations regarding an alleged incident in January 2004. The woman reported the allegations to Canadian authorities last month. Cosbys lawyer, Walter M Phillips Jr, said the comedian was pleased with the decision. ""He looks forward to moving on with his life,"" he said. District Attorney Bruce L Castor Jr, who was in charge of the case, said that detectives could find no instance ""where anyone complained to law enforcement of conduct which would constitute a criminal offence.  He also said that the fact the woman waited a year before coming forward, and she had had further contact with Cosby during that time, were also factors in his decision. The unidentified womans lawyer, Dolores M Troiani, said her client was likely to sue the comedian. ""I think thats the only avenue open to her. She felt, as we did, that its a very strong case and she was telling the truth."" She also said that the woman supplied further evidence to prosecutors that she believed strengthened her allegations. Cosby emerged as one of the first black comics to have mainstream success in the US. He was a successful stand-up before hosting the childrens show Fat Albert and the Cosby Kids, and starring in The Cosby Show, one of the biggest sitcoms of the 1980s. ",entertainment,6
"Cage films third week at US top  Nicolas Cage movie National Treasure has topped the US and Canada box office for the third week in a row.  National Treasure made $17.1m (xc2xa38.8m) in ticket sales from Friday to Sunday, according to studio estimates, taking its total to $110.2m (xc2xa356.7m). Comedy Christmas with the Kranks, starring Tim Allen and Jamie Lee Curtis, was in second place. The Polar Express entered in third place while Jude Law film Closer made its debut at number six.  Oliver Stones big-budget epic Alexander, starring Colin Farrell, followed last weeks disappointing sixth-place opening with a slump to seventh place and takings of $4.7m (xc2xa32.4m). Critics have savaged the three-hour epic, which reportedly cost $150m (xc2xa377m) to make. National Treasure, which sees Cages character Ben Gates chase a hidden fortune, has been made by Disney Studios. It is Cages fourth collaboration with Jerry Bruckheimer, who is usually noted for his male-orientated action films. """,entertainment,6
"Smith loses US box office crown  New comedy Diary of a Mad Black Woman has ended Will Smiths reign at the top of the North American box office.  Based on a play by Tyler Perry, who also stars as a gun-toting grandmother, the film took $22.7m (xc2xa311.8m) in its first three days of release. After topping the chart for two consecutive weeks, Smiths romantic comedy Hitch dropped to second place with takings of $21m (xc2xa310.9m). Keanu Reeves supernatural thriller Constantine dropped a place to three. Based on the Hellblazer comics, the film took $11.8m (xc2xa36.1m) on its second week of release. Two new entries came next in the chart, with Wes Cravens horror movie Cursed, about a werewolf loose in Los Angeles, in fourth position with $9.5m (xc2xa34.9m).  Action comedy Man of the House, starring Tommy Lee Jones as a Texas ranger assigned to protect a cheerleader squad, came in at fifth with $9m (xc2xa34.6m). Clint Eastwoods boxing drama Million Dollar Baby - recipient of four Academy Awards, including best picture - continued to perform well in sixth place with takings of $7.2m (xc2xa33.74m). Martin Scorseses Hollywood biopic The Aviator - which won five Oscars, all in minor categories - held on in ninth place. The low-budget feature Diary of a Mad Black Woman stars Kimberly Elise as a woman thrown out on the streets by her philandering husband. With the help of her grandmother Madea (one of three roles played by Perry), she plots revenge. Perry, 34, is one of Americas best-known black playwrights but is a newcomer to film. Once made homeless after investing his own money in unsuccessful productions of his work, he now lives in the mansion in which Diary of a Mad Black Woman was filmed. """,entertainment,6
"Lee to create new film superhero  Comic book veteran Stan Lee is to team up with producer Robert Evans to create a movie featuring a new superhero.  Foreverman will focus on a character who has to face problems in everyday life as well as using his special powers to save the world. Paramount Pictures, the studio behind the film, have revealed few details about the project but say it has the potential to spawn a series of films. Lee is best known for his work on Spider-Man and The Incredible Hulk.  He is collaborating on the script with screenwriter Peter Briggs, who penned the recent comic book adaptation Hellboy. ""We believe it to be truly a whole new franchise,"" said Gill Champion, president and chief executive of Lees POW! Entertainment. ""In this world where people are looking for something different, Stans idea was to create a concept not seen before to become an evergreen franchise for Paramount."" Many of Lees other creations, including X-Men and Daredevil, have been turned into films in the past five years. However, the Spider-Man series has been the biggest box office hit, with the 2002 original and its 2004 sequel taking almost $1.6bn (xc2xa3857m) worldwide. A third Spider-Man film is scheduled for release in 2007. Another Marvel Comics adaptation, The Fantastic Four, will be released in cinemas this summer. ",entertainment,6
"Christmas song formula unveiled  A formula for the ultimate Christmas single has been revealed by chart bible British Hit Singles and Albums.  The recipe includes a reference to Father Christmas, sleigh bells, a childrens choir and a charity element. The song should also include Christmas in the title, wishes for peace on earth and lots of airplay at office parties. ""There are common musical elements linking nearly all the big Christmas number ones of recent times,"" said editor David Roberts. The books analysts commissioned chart prank group Moped to create the first Christmas single using the whole formula - the song is called Gonna Have a No 1 This Christmas by Moped Vs Santa.  ""Everybody says that Christmas number ones are formulaic, but Gonna Have a Number One this Christmas is the first song to crack the formula and combine all these elements into one ultimate Christmas track"" said Mr Roberts. ""Surprisingly, theres no Santa listed among the 8,000, top 75 chart performers in the book, so this is our chance to help Santa to his rightful place in British recording history."" Big festive hits over the years include Band Aids Do They Know Its Christmas?, Slades Merry Christmas Everybody, Whams Last Christmas and Sir Cliff Richards Mistletoe and Wine. Band Aid 20s remake of Do They Know Its Christmas is set to be confirmed as number one in the charts on Sunday. ",entertainment,6
"Bookmakers back Aviator for Oscar  The Aviator has been tipped by UK bookmakers as the favourite to win the best film award at this years Oscars.  Ray star Jamie Foxx is clear favourite in the best actor category while Million Dollar Babys Hilary Swank is tipped to win the best actress prize. Bookmakers predict Cate Blanchett will be named best supporting actress. William Hill and Ladbrokes have given The Aviator 4/9 and 8/13 odds of winning best film, with Million Dollar Baby in second place at 9/4.  Bet Direct and Bet 365 also tip The Aviator, with the majority of bookmakers regarding Finding Neverland as the outsider. The Aviator is also widely tipped to win the best director prize for Martin Scorsese. British star Clive Owen is second favourite at William Hill to take the best supporting actor award, for his performance in Closer. The favourite in that category is Sideways star Thomas Hayden Church. Vera Drake star Imelda Staunton has 5/1 odds of winning the best actress Oscar at Bet 365 and William Hill, ahead of fellow UK star Kate Winslet who has odds of 25/1 at William Hill.  Mike Leigh is the outsider in the best director category for Vera Drake, a position he holds jointly with Rays Taylor Hackford at bookmakers VC Bet. This years Academy Awards will be handed out in Hollywood on 27 February. X Factor judge Sharon Osbourne will present Sky televisions live coverage of the event. Meanwhile, Clive Owens best supporting actor nomination has led a bookmaker to shorten his odds of becoming the next James Bond. He has moved from 4/1 to 5/2 favourite to play 007, with Hugh Jackman and Ewan McGregor joint second favourite. ""Clive Owens nomination has sparked a betting frenzy from James Bond fans, who feel that his heightened global recognition will have done his chances of becoming the next Bond a world of good,"" said William Hill spokesman Rupert Adams. ",entertainment,6
"Elton plays Paris charity concert  Sir Elton John has performed at a special concert in Paris to raise money for the victims of the Asian tsunami.  The British singer played to a 2,700-strong audience on Sunday at the French capitals Bastille opera house. The concert was also part of an attempt to bring a broader range of events to the famous venue. Money raised will go to the Fondation pour lEnfance (Foundation for Childhood) which aims to rebuild a childrens shelter in Sri Lanka. Sir Elton played hits from his vast back catalogue to a sell-out crowd which included former French president Valery Giscard dEstaing and his wife Anne-Aymone. The veteran pop star played piano accompaniment throughout the concert which lasted for three hours without an interval.  He told the crowd: ""Throughout the years, Ive done a lot of drugs and alcohol. Its true that I was a nightmare, impossible. For the last 14 years Ive been normal. Now my drug is called David"" - a reference to David Furnish, his partner. The crowd, who greeted each song with a standing ovation, also included French singer Charles Aznavour and British ambassador Sir John Holmes. Sir Elton has also teamed up with Phil Collins to record a version of Eric Claptons 1991 hit Tears In Heaven to raise money for the relief fund. A release date has yet to be set for the recording, which was organised by Sharon Osbourne. ",entertainment,6
"Berlin hails European cinema  Organisers say this years Berlin Film Festival, which opens on Thursday with period epic Man to Man, will celebrate a revitalised European cinema.  Of the 21 films in competition for the Golden and Silver Bear awards, more than half are from Europe with France particularly well represented. Festival director Dieter Kosslick says this strong showing signals ""a new consciousness for European films"". ""Theyre on an incredible winning streak,"" he told the Reuters agency. ""This isnt to say there arent any good American films,"" he continued. ""Its just that there are more good European films.""  However, Mr Kosslick refused to accept that widespread opposition to the Iraq war had turned audiences against Hollywood imports. ""There is no anti-American mood,"" he said. Some 350 films will be screened at this years festival, with a further 300 shown at the European Film Market that runs alongside it. More than a dozen celebrities are scheduled to attend, among them Will Smith, Kevin Spacey and Keanu Reeves. But Mr Kosslick says more would be coming had the Academy Awards not been brought forward to 27 February. ""Im not worried that we wont be able to fill the red carpet with stars,"" he said, though he admitted the festival may be moved to January next year to avoid a similar clash. The 10-day Berlinale runs until 20 February. ",entertainment,6
